comm_type,comm_group,comm_group_size,msg_size,stage,dst,src,additional,_elapsed_time,algbw,busbw,count
CommType.broadcast,CommGroup.dp_group,8,90177536,init._broadcast_model,None,0,,16.36966323852539,5.13,5.13,1
CommType.broadcast,CommGroup.dp_group,8,8192,init._broadcast_model,None,0,,0.11776000261306763,0.06,0.06,1
CommType.broadcast,CommGroup.dp_group,8,33554432,init._broadcast_model,None,0,,6.0794878005981445,5.14,5.14,1
CommType.broadcast,CommGroup.dp_group,8,33554432,init._broadcast_model,None,0,,6.0794878005981445,5.14,5.14,1
CommType.broadcast,CommGroup.dp_group,8,33554432,init._broadcast_model,None,0,,6.235136032104492,5.01,5.01,1
CommType.broadcast,CommGroup.dp_group,8,33554432,init._broadcast_model,None,0,,6.145023822784424,5.09,5.09,1
CommType.broadcast,CommGroup.dp_group,8,8192,init._broadcast_model,None,0,,0.2959359884262085,0.03,0.03,1
CommType.broadcast,CommGroup.dp_group,8,90177536,init._broadcast_model,None,0,,16.533504486083984,5.08,5.08,1
CommType.broadcast,CommGroup.dp_group,8,90177536,init._broadcast_model,None,0,,16.850847244262695,4.98,4.98,1
CommType.broadcast,CommGroup.dp_group,8,90177536,init._broadcast_model,None,0,,16.944128036499023,4.96,4.96,1
CommType.broadcast,CommGroup.dp_group,8,8192,init._broadcast_model,None,0,,0.1085439994931221,0.07,0.07,1
CommType.broadcast,CommGroup.dp_group,8,33554432,init._broadcast_model,None,0,,6.116352081298828,5.11,5.11,1
CommType.broadcast,CommGroup.dp_group,8,33554432,init._broadcast_model,None,0,,6.060031890869141,5.16,5.16,1
CommType.broadcast,CommGroup.dp_group,8,33554432,init._broadcast_model,None,0,,6.17574405670166,5.06,5.06,1
CommType.broadcast,CommGroup.dp_group,8,33554432,init._broadcast_model,None,0,,6.254591941833496,5.0,5.0,1
CommType.broadcast,CommGroup.dp_group,8,8192,init._broadcast_model,None,0,,0.12185599654912949,0.06,0.06,1
CommType.broadcast,CommGroup.dp_group,8,90177536,init._broadcast_model,None,0,,16.734207153320312,5.02,5.02,1
CommType.broadcast,CommGroup.dp_group,8,90177536,init._broadcast_model,None,0,,16.937984466552734,4.96,4.96,1
CommType.broadcast,CommGroup.dp_group,8,90177536,init._broadcast_model,None,0,,16.76799964904785,5.01,5.01,1
CommType.broadcast,CommGroup.dp_group,8,8192,init._broadcast_model,None,0,,0.10649599879980087,0.07,0.07,1
CommType.broadcast,CommGroup.dp_group,8,33554432,init._broadcast_model,None,0,,6.115327835083008,5.11,5.11,1
CommType.broadcast,CommGroup.dp_group,8,33554432,init._broadcast_model,None,0,,6.158336162567139,5.07,5.07,1
CommType.broadcast,CommGroup.dp_group,8,33554432,init._broadcast_model,None,0,,6.211584091186523,5.03,5.03,1
CommType.broadcast,CommGroup.dp_group,8,33554432,init._broadcast_model,None,0,,6.155263900756836,5.08,5.08,1
CommType.broadcast,CommGroup.dp_group,8,8192,init._broadcast_model,None,0,,0.2805759906768799,0.03,0.03,1
CommType.broadcast,CommGroup.dp_group,8,90177536,init._broadcast_model,None,0,,16.669696807861328,5.04,5.04,1
CommType.broadcast,CommGroup.dp_group,8,90177536,init._broadcast_model,None,0,,16.876480102539062,4.98,4.98,1
CommType.broadcast,CommGroup.dp_group,8,90177536,init._broadcast_model,None,0,,17.01171112060547,4.94,4.94,1
CommType.broadcast,CommGroup.dp_group,8,8192,init._broadcast_model,None,0,,0.11673600226640701,0.07,0.07,1
CommType.broadcast,CommGroup.dp_group,8,33554432,init._broadcast_model,None,0,,5.941247940063477,5.26,5.26,1
CommType.broadcast,CommGroup.dp_group,8,33554432,init._broadcast_model,None,0,,6.100992202758789,5.12,5.12,1
CommType.broadcast,CommGroup.dp_group,8,33554432,init._broadcast_model,None,0,,6.128640174865723,5.1,5.1,1
CommType.broadcast,CommGroup.dp_group,8,33554432,init._broadcast_model,None,0,,6.237184047698975,5.01,5.01,1
CommType.broadcast,CommGroup.dp_group,8,8192,init._broadcast_model,None,0,,0.19968000054359436,0.04,0.04,1
CommType.broadcast,CommGroup.dp_group,8,90177536,init._broadcast_model,None,0,,16.683008193969727,5.03,5.03,1
CommType.broadcast,CommGroup.dp_group,8,90177536,init._broadcast_model,None,0,,16.84172821044922,4.99,4.99,1
CommType.broadcast,CommGroup.dp_group,8,90177536,init._broadcast_model,None,0,,16.83251190185547,4.99,4.99,1
CommType.broadcast,CommGroup.dp_group,8,8192,init._broadcast_model,None,0,,0.1157120019197464,0.07,0.07,1
CommType.broadcast,CommGroup.dp_group,8,33554432,init._broadcast_model,None,0,,6.163455963134766,5.07,5.07,1
CommType.broadcast,CommGroup.dp_group,8,33554432,init._broadcast_model,None,0,,4.687871932983398,6.67,6.67,1
CommType.broadcast,CommGroup.dp_group,8,33554432,init._broadcast_model,None,0,,6.196224212646484,5.04,5.04,1
CommType.broadcast,CommGroup.dp_group,8,33554432,init._broadcast_model,None,0,,6.260735988616943,4.99,4.99,1
CommType.broadcast,CommGroup.dp_group,8,8192,init._broadcast_model,None,0,,0.14745600521564484,0.05,0.05,1
CommType.broadcast,CommGroup.dp_group,8,90177536,init._broadcast_model,None,0,,16.709632873535156,5.03,5.03,1
CommType.broadcast,CommGroup.dp_group,8,90177536,init._broadcast_model,None,0,,16.4638729095459,5.1,5.1,1
CommType.broadcast,CommGroup.dp_group,8,90177536,init._broadcast_model,None,0,,16.743423461914062,5.02,5.02,1
CommType.broadcast,CommGroup.dp_group,8,8192,init._broadcast_model,None,0,,0.12185599654912949,0.06,0.06,1
CommType.broadcast,CommGroup.dp_group,8,33554432,init._broadcast_model,None,0,,6.044672012329102,5.17,5.17,1
CommType.broadcast,CommGroup.dp_group,8,33554432,init._broadcast_model,None,0,,6.0938239097595215,5.13,5.13,1
CommType.broadcast,CommGroup.dp_group,8,33554432,init._broadcast_model,None,0,,6.156288146972656,5.08,5.08,1
CommType.broadcast,CommGroup.dp_group,8,33554432,init._broadcast_model,None,0,,6.178815841674805,5.06,5.06,1
CommType.broadcast,CommGroup.dp_group,8,8192,init._broadcast_model,None,0,,0.11468800157308578,0.07,0.07,1
CommType.broadcast,CommGroup.dp_group,8,90177536,init._broadcast_model,None,0,,16.987136840820312,4.94,4.94,1
CommType.broadcast,CommGroup.dp_group,8,90177536,init._broadcast_model,None,0,,16.649215698242188,5.04,5.04,1
CommType.broadcast,CommGroup.dp_group,8,90177536,init._broadcast_model,None,0,,16.8222713470459,4.99,4.99,1
CommType.broadcast,CommGroup.dp_group,8,8192,init._broadcast_model,None,0,,0.11161600053310394,0.07,0.07,1
CommType.broadcast,CommGroup.dp_group,8,33554432,init._broadcast_model,None,0,,6.097919940948486,5.12,5.12,1
CommType.broadcast,CommGroup.dp_group,8,33554432,init._broadcast_model,None,0,,6.105088233947754,5.12,5.12,1
CommType.broadcast,CommGroup.dp_group,8,33554432,init._broadcast_model,None,0,,6.203392028808594,5.04,5.04,1
CommType.broadcast,CommGroup.dp_group,8,33554432,init._broadcast_model,None,0,,6.235136032104492,5.01,5.01,1
CommType.broadcast,CommGroup.dp_group,8,8192,init._broadcast_model,None,0,,0.17817600071430206,0.04,0.04,1
CommType.broadcast,CommGroup.dp_group,8,90177536,init._broadcast_model,None,0,,16.672767639160156,5.04,5.04,1
